"result","id","comment","label"
"toxic",3157,"loud win first map",1
"toxic",3158,"derke op",1
"toxic",3159,"@Noke man, cant we asian people see it in peace? why did you have to spoil it for us?",1
"toxic",3160,"gg",1
"toxic",3161,"gg",1
"not toxic",3162,"Who won",0
"toxic",3163,"GG",1
"not toxic",3164,"FNC yeee",0
"toxic",3165,"and after this they lose lol",1
"toxic",3166,"Auto THROWW",1
"not toxic",3167,"nc",0
"toxic",3168,"Wow. They are doing it. Gg",1
"toxic",3169,"gg",1
"toxic",3170,"true.. please be nice. we want to enjoy the rebrodcast bro, dont be spoiler:face-fuchsia-poop-shape:",1
"toxic",3171,"gg",1
"toxic",3172,"GG",1
"not toxic",3173,"WE NOW THEY LOSE JUST STOP",0
"toxic",3174,"just close the chat if u dont want spoilers",1
"toxic",3175,"is this replay?",1
"toxic",3176,"thats how you win a game",1
"toxic",3177,"just close the chat my genius guys and stop complaining",1
"not toxic",3178,"gada obat anjim",0
"not toxic",3179,"who won the game",0
"toxic",3180,"lets go fnatic",1
"toxic",3181,"who won between eg and prx???",1
"toxic",3182,"prx",1
"not toxic",3183,"PRX EZPZ WON",0
"toxic",3184,"prx",1
"not toxic",3185,"PRXX",0
"toxic",3186,"prx",1
"toxic",3187,"prx",1
"not toxic",3188,"m",0
"toxic",3189,"FNC > LOUD",1
"toxic",3190,"prx 2 - 1 eg",1
"toxic",3191,"i know the results. but i won't spoil any of them. i just want to enjoy, and let others enjoy it too bro:face-blue-smiling:",1
"not toxic",3192,"prx won",0
"toxic",3193,"@Afnan Rizqullah what do you expect if you open the chat?",1
"toxic",3194,"is this a replay ?",1
"not toxic",3195,"prx won",0
"toxic",3196,"this is not replay",1
"toxic",3197,"ya",1
"toxic",3198,"t is",1
"toxic",3199,"FNC > All of the teams",1
"toxic",3200,"mana reedem kod",1
"not toxic",3201,"kmkl",0
"toxic",3202,"why indo and pinoy fans come here? maybe our team is dangerous for them until they come to spread their bushit here. ermmmmm:face-blue-smiling:",1
"toxic",3203,"tes",1
"toxic",3204,"Jadi lagenda bersama EPIC SKIN* MLBB hanya RM1 dengan Hotlink! Level up pengalaman gaming anda dengan 5G sekarang. *Tertakluk terma",1
"not toxic",3205,":person-turqouise-waving:",0
"not toxic",3206,":face-orange-raised-eyebrow:",0
"toxic",3207,"sama2 manusia kenelah berbaik",1
"not toxic",3208,":dothefive:",0
"not toxic",3209,":washhands:",0
"toxic",3210,":virtualhug:",1
"toxic",3211,":socialdist:",1
"toxic",3212,":chillwdog:",1
"not toxic",3213,":dothefive:",0
"toxic",3214,":buffering:",1
"not toxic",3215,":face-blue-heart-eyes:",0
"not toxic",3216,"SRG EZ WIN 2 0",0
"not toxic",3217,":face-purple-smiling-fangs:",0
"not toxic",3218,":face-blue-covering-eyes:",0
"not toxic",3219,":hand-purple-blue-peace:",0
"not toxic",3220,":goat-turquoise-white-horns:",0
"not toxic",3221,"@kid I'm here because of demonkite and Super Red. What are you talking about?",0
"toxic",3222,"nak cipap ketat masuk youtube sini",1
"not toxic",3223,":face-blue-question-mark:",0
"not toxic",3224,":elbowbump:",0
"not toxic",3225,":face-blue-three-eyes:",0
"toxic",3226,":oops:",1
"not toxic",3227,":goat-turquoise-white-horns:",0
"not toxic",3228,":face-turquoise-covering-eyes:",0
"not toxic",3229,":body-green-covering-eyes:",0
"not toxic",3230,":hand-orange-covering-eyes:",0
"not toxic",3231,":face-red-droopy-eyes:",0
"not toxic",3232,":text-green-game-over:",0
"not toxic",3233,":person-turqouise-waving:",0
"not toxic",3234,":face-blue-smiling::face-blue-smiling::face-blue-smiling:",0
"not toxic",3235,":eyes-purple-crying:",0
"toxic",3236,"@kid I don't know about Indo Fans but for me, Malaysian teams have never been truly a threat to the Philippine teams. When was the first and last time your teams have made it to the finals?",1
"not toxic",3237,":yougotthis:",0
"toxic",3238,"MF MIZO",1
"not toxic",3239,"SRG win 100%",0
"toxic",3240,"dengar frost cast macam aku dengar wassap x2.0 speed",1
"toxic",3241,"tengok mpl indo main, jarang game habis belas minit. mostly habis 20+ minit walaupun team bawah²",1
"not toxic",3242,"Rap lu",0
"not toxic",3243,"bg muntun bgi code ui",0
"toxic",3244,"halo Malaysia",1
"not toxic",3245,":face-red-droopy-eyes:",0
"toxic",3246,"keropok ml ade tk?",1
"not toxic",3247,":face-red-droopy-eyes:",0
"toxic",3248,"wah sombong",1
"toxic",3249,"@tanpa nama out",1
"toxic",3250,"richa aap kaisi hai",1
"toxic",3251,"yes Meena Ji",1
"not toxic",3252,"hiii",0
"toxic",3253,"aap bataiye apni Facebook I'd",1
"toxic",3254,"main theek hun dipu ji aap bataiye",1
"toxic",3255,"Hi",1
"toxic",3256,"sunita ji",1
"not toxic",3257,"richa ak bat suno",0
"toxic",3258,"aap kaha se ho",1
"toxic",3259,"Puja g",1
"not toxic",3260,"hlo soni",0
"toxic",3261,"richa bolo",1
"toxic",3262,"upsc kaha se kar rahi hai",1
"toxic",3263,"hlw",1
"toxic",3264,"hlw",1
"toxic",3265,"ma hoo",1
"toxic",3266,"Shivam pal aap ek baat suno",1
"not toxic",3267,"ઇંસ્ટાગ્રામ",0
"toxic",3268,"hlo soni ji",1
"toxic",3269,"hii",1
"not toxic",3270,"richa ak bat suno",0
"toxic",3271,"bye",1
"toxic",3272,"Pritam sonkar nam s YHI DP H",1
"toxic",3273,"nahi ji",1
"toxic",3274,"koi mp se gai",1
"not toxic",3275,"pooja",0
"toxic",3276,"aap kaha se ho richa",1
"toxic",3277,"Hello pooja",1
"not toxic",3278,"Jai hind 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",3279,"soni soni soni",0
"toxic",3280,"kon ho aap log",1
"toxic",3281,"Kaha se ho puja",1
"toxic",3282,"pooja ji wpc",1
"toxic",3283,"hi Pooja",1
"toxic",3284,"Richa ji aap kaha se ho",1
"not toxic",3285,"main u.p se",0
"toxic",3286,"wlc",1
"toxic",3287,"Hello kajal",1
"not toxic",3288,"pooja insaan hai😂",0
"toxic",3289,"Uncle aapka",1
"toxic",3290,"are kha chle gye the aap soni ji",1
"toxic",3291,"up me kaha se ho",1
"not toxic",3292,"🤣🤣",0
"not toxic",3293,"hii friends",0
"toxic",3294,"up se",1
"toxic",3295,"Alisha mada",1
"toxic",3296,"ok ji",1
"not toxic",3297,"lyo 8000 log bela bethya h 🤭🤭😂😂😂",0
"not toxic",3298,"🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"toxic",3299,"सोनी जी 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",1
"toxic",3300,"l",1
"toxic",3301,"kyo liza",1
"toxic",3302,"ham bhi thik he",1
"toxic",3303,"kya huaa",1
"not toxic",3304,"inst I'd de dijiye",0
"toxic",3305,"Suman ji app kiss jagah se ho",1
"toxic",3306,"kisko bol rahi ho Suman ji",1
"toxic",3307,"kya hua Suman ji",1
"toxic",3308,"mera yahi I'd name insta I'd hai",1
"not toxic",3309,"kisko Instagram I'd mag rhi ho Eliza Meri kya",0
"toxic",3310,"Suman lanch kiya aap ne",1
"toxic",3311,"ok",1
"toxic",3312,"kya huaa liza",1
"not toxic",3313,"kuchh na",0
"toxic",3314,"hello Suman ji",1
"toxic",3315,"kaha se ho",1
"toxic",3316,"sab time pass kar k Nikal lenge, aap mujhse Pyar karo sachha karunga whole life",1
"toxic",3317,"Suman mam reply please",1
"not toxic",3318,"Suman kha se ho aap",0
"not toxic",3319,"bolo eliza",0
"toxic",3320,"liza kya huaa",1
"toxic",3321,"jhansi se ho",1
"toxic",3322,"mujhe kisi ka piyar na chahiye piyar karne ke liue mere ghar wale h ok",1
"toxic",3323,"u. p se hu me",1
"toxic",3324,"kya huaa liza",1
"toxic",3325,"femily me sab kaise ha",1
"not toxic",3326,"kuchh na",0
"toxic",3327,"insta I'd mil Gaya Mera",1
"not toxic",3328,"ha",0
"toxic",3329,"me urai",1
"not toxic",3330,"follow karo fir",0
"toxic",3331,"Suman study karti ho ya job",1
"toxic",3332,"thik h bayyy",1
"not toxic",3333,"all.",0
"toxic",3334,"me chali sone ki hali",1
"toxic",3335,"liza follow to karo pahle",1
"toxic",3336,"ok tc",1
"toxic",3337,"nhi sone n jao",1
"toxic",3338,"Eliza Mera Dil toot jayega",1
"toxic",3339,"liza hamse bhi baat kar le",1
"not toxic",3340,"me follow nahi karti hu kisi ko",0
"not toxic",3341,"college student ho ap",0
"toxic",3342,"Suman ji hamse bhai bat karlo",1
"toxic",3343,"to insta I'd kyo mang Rahi thi",1
"toxic",3344,"suman ji baat kar rahi hai",1
"toxic",3345,"kanpur janti ho app",1
"toxic",3346,"ham hi kar dete hai follow आपको",1
"not toxic",3347,"dekhne ke liye ke",0
"toxic",3348,"ke dete ho ke nahi",1
"toxic",3349,"aap insta use karti ha kya",1
"toxic",3350,"要死了啊小娃",1
"toxic",3351,"THE WAGNERS ARE LOOSE ENDS",1
"toxic",3352,"i动态快弄完",1
"toxic",3353,"LOOSE CANNONS",1
"toxic",3354,"whathappened",1
"toxic",3355,"too exposed",1
"toxic",3356,"太牛逼例如",1
"toxic",3357,"直接怕是要铺地毯吗铺前啊",1
"toxic",3358,"太牛逼了这个人人",1
"toxic",3359,"么么撒",1
"toxic",3360,"我无处不在啊",1
"toxic",3361,"哎",1
"toxic",3362,"好哦类",1
"toxic",3363,"好累啊为了你们照相",1
"toxic",3364,"Wagners working with the Enemy , wagner knows he will Die , but he (biden ) to give his family immunity somewhere 🫡",1
"toxic",3365,"孔镇岭",1
"toxic",3366,"I smell a RMOLE & RAT in WAGNER",1
"toxic",3367,"whey he coulbd be die？",1
"toxic",3368,"why she cloould？",1
"toxic",3369,"奇怪了",1
"toxic",3370,"好好想想",1
"toxic",3371,"思考一哈",1
"toxic",3372,"问问凯子",1
"not toxic",3373,"01/09",0
"toxic",3374,"firstplan",1
"toxic",3375,"翻书",1
"toxic",3376,"翻完了也找不到我在哪",1
"toxic",3377,"我会翻墙啊",1
"toxic",3378,"跟新家得跟几个",1
"toxic",3379,"反好多次了",1
"toxic",3380,"为了讨",1
"toxic",3381,"我好像陶啊",1
"not toxic",3382,"哈哈",0
"toxic",3383,"却逃不了啊",1
"toxic",3384,"没有发挥特人isgood",1
"toxic",3385,"my father is good",1
"toxic",3386,"im your father",1
"toxic",3387,"dreamcar 111plan xian",1
"toxic",3388,"Arent they Mercenaries 😭",1
"toxic",3389,"武装部队探险了",1
"toxic",3390,"大陆海空",1
"not toxic",3391,"the wagner group 😭",0
"toxic",3392,"还有没有鱼可以钓，我应该选择就可以找到我丢在海里得鸟尿了",1
"toxic",3393,"I don't care wat putin Does , just Make it Quick ' fam",1
"toxic",3394,"eat",1
"toxic",3395,"吃了睡",1
"toxic",3396,"睡了吃",1
"toxic",3397,"吃完就淘汰",1
"not toxic",3398,"88",0
"toxic",3399,"whishthy they making it",1
"not toxic",3400,"🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳♥️♥️♥️🌹🌹🌹🌺🙏🌺🌺🌺🙏🙏🙏🙏",0
"toxic",3401,"kise bula raha h",1
"not toxic",3402,"jodhpur",0
"not toxic",3403,"good evening",0
"toxic",3404,"welcome sabhi ko",1
"toxic",3405,"reen ji kya huua",1
"toxic",3406,"reena ji ager ham dono sath me chand per jange to ham surya ke pas kiyu jange aap kam garam ho kiya",1
"not toxic",3407,"Kolkata",0
"toxic",3408,"and you",1
"toxic",3409,"o",1
"toxic",3410,"hii shobha",1
"toxic",3411,"vdo upload krti hu channl h mere",1
"toxic",3412,"Kal ki news hai",1
"toxic",3413,"reen ji kho gye kya",1
"not toxic",3414,"ol",0
"toxic",3415,"hiii shobha",1
"not toxic",3416,"💝💝",0
"toxic",3417,"nawed alam ki disha galat taraf ko jari h inse koi baat na kare",1
"toxic",3418,"ji anup bolie",1
"toxic",3419,"aliyan kahan gaya",1
"toxic",3420,"aap kha se ho",1
"not toxic",3421,"भारत का चांद",0
"toxic",3422,"l",1
"toxic",3423,"l",1
"toxic",3424,"reena ji",1
"toxic",3425,"Modi ji ko kon kon like karta h",1
"not toxic",3426,"reply do",0
"not toxic",3427,"reen ji kya hua bat nahi krni hai chan pr kroge kya",0
"not toxic",3428,"m krta hu like",0
"toxic",3429,"aap baat nh katoge to jesa ki me chand per nhi jaunga aap mat jao mere sath . me kisi or ke sath chala jaunga reena ji",1
"toxic",3430,"i",1
"toxic",3431,"reena ji aap kh se ho",1
"toxic",3432,"애초에 러시아가 세계1위 다민족 국가라서 내부에 분쟁이 많은 나라임...",1
"toxic",3433,"푸틴이 제거되면 러시아가 내전이 발생할 수도 있고, 아님 외부로 공격을 돌릴 수도 있고... 변수가 더 많아 지게 되긴 할듯...",1
"toxic",3434,"변수가 많다고 해서 저렇게 마냥 푸틴의 독재하에서, 세계적으로 고립되고, 전쟁이나 하는 나라로 마냥 남게 되면, 그건 러시아에게있어 역사에 기록될 비참한 시기가 될것이고, 경재적으로도 세계로부터 외면당하면서 후진국으로 몰리게 되지 않겠어요!",1
"toxic",3435,"사실 푸틴 이후 러시아 경제는 오히려 좋아졌었음",1
"toxic",3436,"좋아졌음 뭐함 한순간에 말아먹엇는데",1
"not toxic",3437,"서방도 푸틴이 계속 있는게 이득이라 판단하는 내용도 많이 나왔었고....",0
"toxic",3438,"특히 미국이 제일 싫어하는 변수는 내전으로 인해 러시아 핵무기 분실되는 일이 생기는거임...",1
"toxic",3439,"러시아 저 정치인들은 무식하다고 밖에 할수가 없네요",1
"not toxic",3440,"ㄴㄴㄴ 러시아를 몰라서 그런거임",0
"toxic",3441,"러시아는 국민들도 정치에 별관심이 없음 일본처럼 도둑놈들이많아 누가 되도 똑같다고생각함",1
"toxic",3442,"그나마 푸틴이 나아서",1
"toxic",3443,"거기서 하나로 통합하는 것 부터가 일반인은 힘듬",1
"toxic",3444,"어유, 저 바이든, 정말 속이 탄다. 나의 4년을 잃어버린것 같다.",1
"toxic",3445,"거기다 농업 인구가 많으면 더 힘듬... 미국도 한국에 쌀을 강매 하듯이 여러나라게 강매하고 있는 이유가 빈부격차 때문인데....",1
"toxic",3446,"러시아는 민족도 가장 많은데 그런 빈부격차 차이를 달래는게 쉬운게 아님",1
"toxic",3447,"푸틴의 가슴속에는 러시아 국민들의 삶에대한 생각은 손꼽만큼도 없을 거야, 그냥 자신의 권력, 부, 자신의 행복만이 자신의 모든 결정이 원천일 겁니다.",1
"not toxic",3448,"그 또한 지나가리라...",0
"toxic",3449,"푸틴이 정권 잡고 GDP가 8~9배가 뛰었음",1
"toxic",3450,"푸틴과 같은 인간이 우리나라에서 대통령질을 하고 있으면, 얼마나 많는 데모가 일어 날지 상상해 보십시요.",1
"toxic",3451,"대구 만 할까....",1
"toxic",3452,"우리나라 데모는 전국에서 일어 납니다. 우리나라 사람들은 모두 똑같거든요.",1
"toxic",3453,"그건 땅이 작아서 모여서 해서 그런건데?ㅋㅋ",1
"toxic",3454,"ㅋㅋㅋㅋㅋㅋ 누가봐도 암살인데",1
"toxic",3455,"이걸 뭘 이야기하고 자빠져있누",1
"toxic",3456,"땅이 작아서 그런게 아니라, 같은 민족이고 같은 문화속에서 대대 손손 살아 왔기에 생각도 같겁니다.",1
"toxic",3457,"할짓 드럽게들없네",1
"toxic",3458,"푸틴의 과거행적을봐라",1
"toxic",3459,"암살하고도 남을놈이지",1
"toxic",3460,"그냥 땅이 작아서야",1
"toxic",3461,"괜히 KGB 출신이 아니여",1
"not toxic",3462,"내가 대한민국 사람인것이 자랑스럽습니다.",0
"toxic",3463,"그리고 요즘 시대에 뭔 민족드립이냐... 민족주의자도 아니고",1
"not toxic",3464,"우크라이나도 피서철 이라 해수욕장 개장했었네;;;",0
"toxic",3465,"프리고진 비행기 추락이 푸틴 짖이 아니라고 생각하는 사람?",1
"not toxic",3466,"남자들은 끌려가 전쟁터에서 싸우는데... 해변에서 해수욕 즐기는 사람들과 같이 보니... 좀 이건 아닌거 같은데....",0
"toxic",3467,"난 CIA에 한표",1
"not toxic",3468,"이 재명 ㅊ",0
"toxic",3469,"오늘 업로드 영상은 좀 충격이다",1
"toxic",3470,"최전선 근처에서 해수욕 즐기는 우크라이나 사람들 뉴스랑, 밤에는 바or술집에 손님이 만원이라는 뉴스 ㅎㄷㄷㄷ",1
"toxic",3471,"역시 한국 뉴스만 봐서는 이런거 모르고 넘어갈뻔 했네...",1
"toxic",3472,"나도CIA에 한표",1
"toxic",3473,"왜냐고? 프리고진은 푸틴의 상대가 안되고 득보다 실이 더 많다.",1
"toxic",3474,"그거 보단 안보이는 곳에서 제거하는게 푸틴한테 더 유리한데 굳이 저렇게 안죽이지",1
"toxic",3475,"지금 나오는 영상 등 나도 구해서 원본 봤는데",1
"toxic",3476,"시체도 뚱뚱해 보이는 사람은 안보였음",1
"toxic",3477,"토막난 시체 찍힌 영상은 차단 먹을테니 뉴스에 나온것만 업로드해야겠다",1
"toxic",3478,"프리고진은 배신한것이 아니고 그냥 까분것이고 프리고진이 그런 위협을 느꼈으면 전용기 접근하는자들을 무심코 볼 인간이 아니다.",1
"not toxic",3479,"자세한건 우린 모르니깐... 뭐...",0
"toxic",3480,"확실한건 뉴스가 팩트는 없고 카더라 뉴스만 있음",1
"toxic",3481,"최근의 러시아 기사는 거의다가 가짜 로 미국편에서 쓴 소설이 대부분이다",1
"toxic",3482,"Piyasadaki para hacmi nedir?",1
"toxic",3483,"NAS NE OLDU NAS",1
"toxic",3484,"şehit polis var",1
"toxic",3485,"şimdilik nas nadasa bırakıldı",1
"toxic",3486,"Lol",1
"toxic",3487,"Video of Lenin being cleaned on YouTube",1
"toxic",3488,"It's a interesting video",1
"toxic",3489,"""The pilot had a heat attack""",1
"not toxic",3490,"Troll factory shut down",0
"toxic",3491,"They have lab coats so it's totally professional",1
"not toxic",3492,"2 dayz still no response he dead alright...good job",0
"toxic",3493,"What country you think has the most trolls?",1
"toxic",3494,"Put🤡in said he dead.",1
"toxic",3495,"I say Norway",1
"not toxic",3496,"Russia",0
"not toxic",3497,"China",0
"toxic",3498,"bunch of fruity fruits",1
"toxic",3499,"NthKorea",1
"not toxic",3500,"DPRK alphabet people gaywads",0
"not toxic",3501,"India",0
"not toxic",3502,"Usa",0
"not toxic",3503,"Brazil",0
"toxic",3504,"yeah there are like 2-3 billion of them curry fruits",1
"toxic",3505,"Great Britain",1
"toxic",3506,"americA did it to blame putin",1
"not toxic",3507,"South Africa",0
"toxic",3508,"All do their jobs",1
"toxic",3509,"I'm not sure mates in UK can spell",1
"not toxic",3510,"Plobably",0
"toxic",3511,"South Africa too busy recovering from Nelson Mandala failures",1
"not toxic",3512,"they got prigozhinz inner circle....shot putin wagner iz gonna be pissed",0
"not toxic",3513,"😄",0
"not toxic",3514,"Brazil on dial up",0
"toxic",3515,"Wagner is defanged but Russian morale in the toilet",1
"toxic",3516,"great at selling hotsogs",1
"toxic",3517,"800,000,000 rubles or $800 USA or best offer",1
"toxic",3518,"I bet someone could get for a Big Mac and some penicillin",1
